age,workclass,education,occupation,native-country,class
22.0,Private,Some-college,Handlers-cleaners,United-States,<=50K
27.0,Private,10th,Other-service,United-States,<=50K
23.0,Private,HS-grad,Other-service,United-States,<=50K
33.0,Private,Assoc-acdm,Craft-repair,Portugal,<=50K
43.0,Self-emp-not-inc,Some-college,Craft-repair,United-States,<=50K
28.0,State-gov,Bachelors,Prof-specialty,United-States,<=50K
41.0,Private,HS-grad,Craft-repair,United-States,<=50K
52.0,?,12th,?,United-States,<=50K
25.0,Private,Some-college,Adm-clerical,United-States,<=50K
63.0,?,1st-4th,?,United-States,<=50K
59.0,Local-gov,HS-grad,Transport-moving,United-States,<=50K
45.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
38.0,Private,Bachelors,Sales,United-States,>50K
40.0,Private,HS-grad,Other-service,United-States,<=50K
46.0,Federal-gov,HS-grad,Adm-clerical,United-States,<=50K
35.0,Private,Assoc-acdm,Exec-managerial,United-States,<=50K
34.0,Private,HS-grad,Prof-specialty,United-States,<=50K
33.0,Private,Bachelors,Craft-repair,United-States,<=50K
41.0,Private,HS-grad,Adm-clerical,United-States,<=50K
20.0,Private,Some-college,Machine-op-inspct,United-States,<=50K
23.0,Private,5th-6th,Other-service,El-Salvador,<=50K
26.0,Private,Some-college,Prof-specialty,United-States,<=50K
72.0,?,HS-grad,?,United-States,<=50K
23.0,Local-gov,HS-grad,Farming-fishing,Poland,<=50K
62.0,Local-gov,HS-grad,Transport-moving,United-States,<=50K
52.0,Private,Some-college,Adm-clerical,United-States,<=50K
58.0,Private,Some-college,Other-service,France,<=50K
25.0,Private,Bachelors,Sales,United-States,<=50K
24.0,Private,Bachelors,Exec-managerial,United-States,<=50K
19.0,Private,Some-college,Protective-serv,United-States,<=50K
43.0,Private,Some-college,Exec-managerial,United-States,<=50K
47.0,Local-gov,HS-grad,Adm-clerical,United-States,<=50K
39.0,Private,HS-grad,Other-service,United-States,<=50K
49.0,Private,Assoc-voc,Handlers-cleaners,United-States,<=50K
53.0,?,5th-6th,?,United-States,<=50K
32.0,Private,Assoc-voc,Craft-repair,United-States,<=50K
34.0,Private,Some-college,Prof-specialty,United-States,>50K
28.0,Private,HS-grad,Craft-repair,United-States,<=50K
57.0,?,Assoc-voc,?,United-States,<=50K
25.0,Private,Some-college,Adm-clerical,United-States,<=50K
20.0,?,Some-college,?,United-States,<=50K
21.0,?,Some-college,?,United-States,<=50K
34.0,Private,Bachelors,Prof-specialty,United-States,>50K
38.0,Self-emp-inc,Bachelors,Exec-managerial,United-States,>50K
50.0,Private,HS-grad,Exec-managerial,United-States,>50K
24.0,Local-gov,Some-college,Handlers-cleaners,United-States,<=50K
37.0,Local-gov,Some-college,Tech-support,United-States,>50K
44.0,Private,Some-college,Machine-op-inspct,United-States,>50K
28.0,Private,Some-college,Sales,United-States,<=50K
42.0,Private,Bachelors,Exec-managerial,United-States,>50K
74.0,Private,Some-college,Adm-clerical,United-States,<=50K
38.0,Self-emp-not-inc,HS-grad,Craft-repair,United-States,<=50K
44.0,Self-emp-not-inc,Masters,Prof-specialty,United-States,<=50K
44.0,Private,11th,Machine-op-inspct,Puerto-Rico,<=50K
26.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
36.0,Private,HS-grad,Other-service,United-States,<=50K
41.0,Private,Assoc-acdm,Exec-managerial,United-States,>50K
67.0,Private,Prof-school,Prof-specialty,United-States,>50K
39.0,Local-gov,12th,Tech-support,United-States,<=50K
57.0,Private,1st-4th,Priv-house-serv,United-States,<=50K
29.0,Private,Assoc-voc,Craft-repair,United-States,<=50K
31.0,Self-emp-inc,Bachelors,Farming-fishing,United-States,<=50K
34.0,?,HS-grad,?,United-States,<=50K
44.0,Private,Some-college,Transport-moving,United-States,<=50K
29.0,Private,Doctorate,Prof-specialty,United-States,<=50K
30.0,Private,Some-college,Handlers-cleaners,United-States,<=50K
27.0,Private,HS-grad,Transport-moving,United-States,<=50K
27.0,Private,Some-college,Sales,United-States,<=50K
32.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
58.0,Private,10th,Other-service,United-States,<=50K
35.0,Local-gov,Some-college,Protective-serv,United-States,<=50K
21.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
28.0,Private,Some-college,Craft-repair,United-States,<=50K
46.0,Self-emp-not-inc,Some-college,Exec-managerial,United-States,<=50K
36.0,Self-emp-not-inc,HS-grad,Other-service,United-States,<=50K
72.0,Private,11th,Adm-clerical,United-States,<=50K
35.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
33.0,Federal-gov,Assoc-voc,Craft-repair,United-States,>50K
69.0,Private,11th,Machine-op-inspct,United-States,<=50K
35.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
31.0,Private,HS-grad,Adm-clerical,?,<=50K
34.0,Private,HS-grad,Tech-support,United-States,<=50K
30.0,Private,11th,Other-service,Mexico,<=50K
28.0,Private,Bachelors,Transport-moving,United-States,<=50K
54.0,Private,Bachelors,Sales,United-States,>50K
47.0,Private,Some-college,Prof-specialty,United-States,>50K
24.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
52.0,Self-emp-not-inc,Bachelors,Prof-specialty,United-States,>50K
20.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
43.0,Self-emp-inc,Masters,Exec-managerial,United-States,<=50K
45.0,Private,7th-8th,Other-service,Mexico,<=50K
29.0,Self-emp-not-inc,HS-grad,Craft-repair,United-States,<=50K
47.0,Private,Masters,Exec-managerial,United-States,<=50K
24.0,Private,HS-grad,Craft-repair,United-States,<=50K
51.0,Private,HS-grad,Prof-specialty,United-States,<=50K
17.0,Private,11th,Sales,United-States,<=50K
37.0,Private,Assoc-voc,Craft-repair,United-States,>50K
27.0,Private,Doctorate,Prof-specialty,United-States,<=50K
29.0,Private,Bachelors,Exec-managerial,United-States,>50K
18.0,?,12th,?,United-States,<=50K
36.0,Self-emp-not-inc,Assoc-acdm,Sales,United-States,<=50K
58.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
26.0,Self-emp-not-inc,Some-college,Craft-repair,United-States,<=50K
65.0,?,Some-college,?,United-States,>50K
57.0,Private,HS-grad,Sales,United-States,>50K
59.0,Private,HS-grad,Craft-repair,United-States,<=50K
27.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
31.0,Self-emp-not-inc,Bachelors,Tech-support,United-States,<=50K
21.0,Private,Some-college,Sales,United-States,<=50K
29.0,Private,Some-college,Adm-clerical,United-States,<=50K
18.0,Private,11th,Other-service,United-States,<=50K
52.0,Private,10th,Craft-repair,United-States,>50K
57.0,Self-emp-inc,Bachelors,Prof-specialty,United-States,<=50K
42.0,?,HS-grad,?,United-States,<=50K
55.0,?,HS-grad,?,United-States,<=50K
60.0,Private,7th-8th,Transport-moving,United-States,>50K
31.0,Private,Bachelors,Prof-specialty,Canada,>50K
23.0,Private,Bachelors,Adm-clerical,United-States,<=50K
27.0,Private,HS-grad,Sales,United-States,<=50K
23.0,?,Some-college,?,United-States,<=50K
42.0,Self-emp-not-inc,Prof-school,Prof-specialty,United-States,>50K
25.0,Private,Some-college,Tech-support,United-States,<=50K
49.0,Private,Bachelors,Prof-specialty,United-States,<=50K
32.0,Private,Bachelors,Tech-support,United-States,<=50K
19.0,Private,Some-college,Adm-clerical,United-States,<=50K
60.0,Private,7th-8th,Other-service,United-States,<=50K
42.0,Local-gov,9th,Other-service,United-States,<=50K
35.0,Self-emp-not-inc,Assoc-acdm,Farming-fishing,United-States,<=50K
48.0,Private,HS-grad,Adm-clerical,United-States,<=50K
51.0,Private,Masters,Craft-repair,United-States,>50K
29.0,Private,HS-grad,Craft-repair,United-States,<=50K
36.0,Local-gov,HS-grad,Exec-managerial,United-States,<=50K
17.0,Private,10th,Other-service,United-States,<=50K
52.0,Private,Masters,Prof-specialty,United-States,<=50K
24.0,Private,HS-grad,Craft-repair,United-States,<=50K
24.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
26.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
27.0,Private,Bachelors,Other-service,United-States,<=50K
39.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
30.0,Private,HS-grad,Transport-moving,United-States,<=50K
50.0,Self-emp-not-inc,HS-grad,Exec-managerial,United-States,<=50K
52.0,Self-emp-inc,Bachelors,Sales,United-States,<=50K
46.0,Private,Prof-school,Prof-specialty,United-States,>50K
23.0,Private,Bachelors,Sales,United-States,<=50K
45.0,Private,11th,Other-service,United-States,<=50K
65.0,Private,9th,Priv-house-serv,United-States,<=50K
29.0,Private,Assoc-voc,Transport-moving,United-States,<=50K
47.0,Private,9th,Handlers-cleaners,El-Salvador,<=50K
30.0,Private,HS-grad,Farming-fishing,United-States,<=50K
34.0,Private,HS-grad,Sales,United-States,>50K
38.0,Self-emp-not-inc,HS-grad,Sales,United-States,<=50K
33.0,Private,Some-college,Exec-managerial,United-States,>50K
49.0,Private,Bachelors,Sales,United-States,>50K
47.0,Self-emp-not-inc,Some-college,Other-service,United-States,<=50K
49.0,Local-gov,10th,Other-service,United-States,<=50K
43.0,Private,Some-college,Craft-repair,United-States,>50K
30.0,Private,Bachelors,Adm-clerical,United-States,>50K
58.0,Self-emp-not-inc,HS-grad,Craft-repair,United-States,<=50K
19.0,Private,HS-grad,Other-service,United-States,<=50K
21.0,Private,Bachelors,Handlers-cleaners,United-States,<=50K
33.0,Private,Bachelors,Exec-managerial,United-States,>50K
47.0,Self-emp-inc,5th-6th,Transport-moving,Cuba,<=50K
52.0,Self-emp-not-inc,Doctorate,Prof-specialty,United-States,>50K
26.0,Private,HS-grad,Craft-repair,United-States,<=50K
60.0,Private,HS-grad,Craft-repair,United-States,<=50K
21.0,Private,Some-college,Handlers-cleaners,United-States,<=50K
36.0,Private,Some-college,Sales,United-States,>50K
31.0,Private,Some-college,Craft-repair,United-States,<=50K
50.0,Self-emp-inc,Doctorate,Prof-specialty,United-States,>50K
31.0,Local-gov,HS-grad,Adm-clerical,United-States,<=50K
71.0,Private,HS-grad,Craft-repair,United-States,<=50K
58.0,?,HS-grad,?,United-States,<=50K
30.0,State-gov,Bachelors,Tech-support,United-States,>50K
20.0,Private,Some-college,Other-service,United-States,<=50K
24.0,Private,HS-grad,Exec-managerial,United-States,<=50K
35.0,Private,Doctorate,Prof-specialty,Taiwan,>50K
38.0,State-gov,Some-college,Exec-managerial,United-States,<=50K
27.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
29.0,State-gov,Some-college,Adm-clerical,Philippines,<=50K
70.0,?,9th,?,United-States,<=50K
34.0,Private,HS-grad,Craft-repair,United-States,<=50K
44.0,Private,7th-8th,Craft-repair,United-States,<=50K
43.0,Private,HS-grad,Machine-op-inspct,United-States,>50K
44.0,Self-emp-not-inc,12th,Handlers-cleaners,United-States,>50K
35.0,Private,Masters,Sales,United-States,<=50K
27.0,Private,Some-college,Prof-specialty,United-States,<=50K
43.0,Local-gov,Masters,Prof-specialty,United-States,<=50K
20.0,Private,Some-college,Sales,United-States,<=50K
42.0,Private,Assoc-acdm,Prof-specialty,United-States,>50K
27.0,State-gov,Some-college,Transport-moving,United-States,<=50K
42.0,Private,HS-grad,Craft-repair,United-States,>50K
20.0,?,11th,?,South,<=50K
24.0,Private,9th,Machine-op-inspct,United-States,<=50K
48.0,Federal-gov,Some-college,Exec-managerial,United-States,<=50K
17.0,?,11th,?,United-States,<=50K
17.0,Self-emp-not-inc,11th,Farming-fishing,United-States,<=50K
33.0,Private,Bachelors,Exec-managerial,United-States,>50K
50.0,Self-emp-inc,HS-grad,Sales,United-States,>50K
22.0,Private,HS-grad,Sales,United-States,<=50K
17.0,Private,12th,Other-service,United-States,<=50K
32.0,Private,Some-college,Adm-clerical,Mexico,<=50K
31.0,Private,HS-grad,Craft-repair,United-States,<=50K
58.0,Self-emp-not-inc,HS-grad,Exec-managerial,United-States,<=50K
29.0,Local-gov,HS-grad,Protective-serv,United-States,<=50K
37.0,Private,Assoc-voc,Craft-repair,Portugal,>50K
34.0,Self-emp-not-inc,HS-grad,Craft-repair,United-States,>50K
23.0,Local-gov,Some-college,Exec-managerial,United-States,<=50K
18.0,State-gov,11th,Adm-clerical,United-States,<=50K
34.0,Private,HS-grad,Exec-managerial,United-States,<=50K
66.0,?,7th-8th,?,United-States,<=50K
45.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
41.0,Private,Masters,Exec-managerial,Dominican-Republic,<=50K
26.0,Private,HS-grad,Other-service,United-States,<=50K
54.0,Local-gov,Some-college,Farming-fishing,United-States,<=50K
24.0,Private,Some-college,Machine-op-inspct,United-States,<=50K
42.0,Private,Some-college,Prof-specialty,United-States,<=50K
20.0,Private,Some-college,Prof-specialty,United-States,<=50K
23.0,State-gov,Bachelors,Tech-support,United-States,<=50K
25.0,?,Assoc-acdm,?,United-States,<=50K
35.0,Private,Masters,Prof-specialty,United-States,>50K
31.0,Private,Masters,Tech-support,United-States,>50K
30.0,Private,Bachelors,Prof-specialty,Poland,<=50K
19.0,Private,HS-grad,Sales,United-States,<=50K
36.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
31.0,Private,Bachelors,Sales,Cuba,<=50K
21.0,Private,Some-college,Handlers-cleaners,United-States,<=50K
31.0,Self-emp-not-inc,Some-college,Craft-repair,United-States,<=50K
46.0,Private,Doctorate,Prof-specialty,United-States,>50K
44.0,Private,Bachelors,Exec-managerial,United-States,>50K
40.0,Private,12th,Other-service,Jamaica,<=50K
45.0,Private,Some-college,Sales,United-States,<=50K
60.0,Private,HS-grad,Craft-repair,United-States,<=50K
18.0,Private,11th,Other-service,United-States,<=50K
28.0,Private,Bachelors,Prof-specialty,United-States,<=50K
36.0,Private,Some-college,Adm-clerical,United-States,<=50K
36.0,Private,Bachelors,Prof-specialty,?,<=50K
40.0,Private,Assoc-voc,Tech-support,United-States,<=50K
36.0,Local-gov,Bachelors,Adm-clerical,Honduras,<=50K
31.0,Private,HS-grad,Other-service,United-States,<=50K
33.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
19.0,State-gov,HS-grad,Tech-support,United-States,<=50K
22.0,Private,Some-college,Sales,United-States,<=50K
34.0,Private,Bachelors,Exec-managerial,United-States,>50K
33.0,Private,HS-grad,Other-service,United-States,<=50K
41.0,Private,HS-grad,Craft-repair,United-States,<=50K
29.0,Private,Bachelors,Prof-specialty,United-States,<=50K
50.0,Local-gov,HS-grad,Exec-managerial,United-States,>50K
42.0,Private,Bachelors,Exec-managerial,United-States,>50K
43.0,Private,Bachelors,Prof-specialty,?,>50K
44.0,Private,HS-grad,Sales,United-States,<=50K
20.0,Private,Some-college,Other-service,United-States,<=50K
31.0,Private,HS-grad,Other-service,Mexico,<=50K
65.0,Self-emp-not-inc,11th,Exec-managerial,?,>50K
23.0,Private,Some-college,Other-service,United-States,<=50K
55.0,Private,Some-college,Adm-clerical,United-States,<=50K
26.0,Private,Assoc-voc,Adm-clerical,United-States,<=50K
25.0,Private,Assoc-voc,Other-service,United-States,<=50K
45.0,?,Some-college,?,United-States,<=50K
35.0,Private,Some-college,Craft-repair,United-States,<=50K
36.0,Private,Some-college,Sales,United-States,<=50K
43.0,State-gov,Bachelors,Prof-specialty,United-States,<=50K
56.0,Private,HS-grad,Other-service,United-States,<=50K
42.0,Private,Bachelors,Tech-support,United-States,>50K
19.0,Private,Some-college,Other-service,United-States,<=50K
55.0,Self-emp-not-inc,HS-grad,Transport-moving,United-States,<=50K
42.0,Private,Masters,Exec-managerial,United-States,>50K
26.0,Private,Assoc-voc,Tech-support,United-States,<=50K
17.0,Private,12th,Handlers-cleaners,United-States,<=50K
42.0,Local-gov,Bachelors,Prof-specialty,United-States,>50K
55.0,Private,HS-grad,Transport-moving,United-States,>50K
32.0,Private,Some-college,Adm-clerical,United-States,<=50K
29.0,Private,11th,Craft-repair,Haiti,<=50K
46.0,State-gov,Bachelors,Prof-specialty,United-States,<=50K
29.0,State-gov,Bachelors,Exec-managerial,United-States,>50K
22.0,Private,Bachelors,Prof-specialty,United-States,<=50K
58.0,Self-emp-not-inc,10th,Craft-repair,United-States,<=50K
23.0,Private,HS-grad,Transport-moving,United-States,<=50K
39.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
27.0,Private,Assoc-voc,Craft-repair,United-States,<=50K
54.0,Private,HS-grad,Transport-moving,United-States,>50K
33.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
46.0,Federal-gov,HS-grad,Adm-clerical,United-States,>50K
37.0,Private,HS-grad,Farming-fishing,United-States,<=50K
36.0,Private,HS-grad,Other-service,United-States,<=50K
59.0,Local-gov,HS-grad,Adm-clerical,United-States,>50K
34.0,Local-gov,HS-grad,Protective-serv,Portugal,<=50K
53.0,Self-emp-inc,Doctorate,Exec-managerial,United-States,>50K
51.0,Private,Bachelors,Sales,United-States,>50K
32.0,Private,10th,Other-service,United-States,<=50K
31.0,State-gov,Some-college,Other-service,United-States,<=50K
22.0,Private,Some-college,Sales,Germany,<=50K
47.0,Self-emp-not-inc,Bachelors,Sales,United-States,<=50K
32.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
26.0,Private,Some-college,Farming-fishing,United-States,<=50K
37.0,Private,5th-6th,Farming-fishing,Guatemala,<=50K
31.0,Private,HS-grad,Craft-repair,United-States,<=50K
37.0,Private,Assoc-voc,Tech-support,United-States,>50K
55.0,Private,HS-grad,Sales,United-States,<=50K
23.0,Local-gov,Assoc-voc,Tech-support,United-States,<=50K
36.0,Private,Some-college,Adm-clerical,United-States,<=50K
34.0,Private,Masters,Prof-specialty,?,<=50K
43.0,Private,Bachelors,Sales,United-States,>50K
54.0,Private,Some-college,Tech-support,United-States,<=50K
43.0,State-gov,Some-college,Craft-repair,?,<=50K
28.0,Private,Assoc-voc,Machine-op-inspct,United-States,<=50K
40.0,Private,Assoc-voc,Exec-managerial,United-States,>50K
41.0,Self-emp-not-inc,Some-college,Exec-managerial,United-States,<=50K
40.0,Private,Bachelors,Sales,United-States,>50K
42.0,Private,Some-college,Adm-clerical,United-States,<=50K
61.0,Self-emp-not-inc,HS-grad,Farming-fishing,United-States,<=50K
18.0,Private,12th,Machine-op-inspct,United-States,<=50K
59.0,?,HS-grad,?,United-States,<=50K
21.0,?,HS-grad,?,United-States,<=50K
48.0,Private,Assoc-voc,Tech-support,United-States,>50K
41.0,Self-emp-inc,Bachelors,Tech-support,United-States,<=50K
18.0,?,Some-college,?,United-States,<=50K
23.0,Private,HS-grad,Sales,United-States,<=50K
60.0,Private,HS-grad,Transport-moving,United-States,>50K
22.0,Private,Some-college,Other-service,United-States,<=50K
61.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
25.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
46.0,Private,Masters,Tech-support,United-States,>50K
43.0,Private,Bachelors,Exec-managerial,England,>50K
43.0,Private,Assoc-acdm,Craft-repair,United-States,<=50K
24.0,Private,HS-grad,Other-service,United-States,<=50K
68.0,Self-emp-not-inc,11th,Farming-fishing,United-States,<=50K
31.0,Private,HS-grad,Adm-clerical,United-States,<=50K
17.0,Private,11th,Sales,United-States,<=50K
32.0,Private,HS-grad,Craft-repair,United-States,>50K
50.0,?,Masters,?,United-States,<=50K
33.0,Private,Bachelors,Prof-specialty,United-States,>50K
64.0,Private,Bachelors,Prof-specialty,United-States,>50K
20.0,Private,HS-grad,Transport-moving,United-States,<=50K
30.0,Private,HS-grad,Other-service,United-States,<=50K
22.0,?,Some-college,?,United-States,<=50K
43.0,Private,Some-college,Exec-managerial,United-States,<=50K
22.0,Private,Some-college,Adm-clerical,United-States,<=50K
17.0,Private,10th,Farming-fishing,United-States,<=50K
47.0,Self-emp-not-inc,HS-grad,Other-service,Italy,<=50K
41.0,Private,Assoc-voc,Prof-specialty,United-States,<=50K
56.0,Private,Some-college,Craft-repair,United-States,>50K
64.0,Private,HS-grad,Transport-moving,United-States,<=50K
47.0,Private,HS-grad,Transport-moving,United-States,>50K
48.0,Private,Assoc-voc,Adm-clerical,United-States,<=50K
31.0,Private,Masters,Prof-specialty,United-States,<=50K
29.0,Private,Assoc-voc,Tech-support,United-States,<=50K
30.0,Private,HS-grad,Adm-clerical,United-States,<=50K
32.0,Private,HS-grad,Exec-managerial,United-States,<=50K
57.0,Private,HS-grad,Transport-moving,United-States,>50K
62.0,Private,HS-grad,Other-service,United-States,<=50K
39.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
43.0,Private,Some-college,Adm-clerical,United-States,<=50K
24.0,Self-emp-inc,Bachelors,Sales,United-States,<=50K
42.0,?,11th,?,United-States,<=50K
53.0,Private,Some-college,Adm-clerical,United-States,>50K
26.0,Private,Some-college,Handlers-cleaners,United-States,<=50K
73.0,Self-emp-not-inc,HS-grad,Exec-managerial,United-States,<=50K
72.0,?,11th,?,United-States,<=50K
55.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
25.0,Private,HS-grad,Adm-clerical,United-States,<=50K
41.0,Private,Bachelors,Prof-specialty,United-States,>50K
24.0,Private,Bachelors,Exec-managerial,United-States,<=50K
63.0,Private,HS-grad,Farming-fishing,United-States,<=50K
17.0,Private,11th,Sales,United-States,<=50K
35.0,Private,Some-college,Craft-repair,United-States,<=50K
51.0,Private,Some-college,Prof-specialty,United-States,>50K
62.0,Local-gov,Bachelors,Prof-specialty,United-States,<=50K
55.0,Private,HS-grad,Craft-repair,United-States,>50K
43.0,Private,Some-college,Prof-specialty,United-States,<=50K
40.0,Local-gov,HS-grad,Other-service,United-States,<=50K
37.0,Private,Bachelors,Exec-managerial,United-States,>50K
39.0,Private,Bachelors,Craft-repair,United-States,<=50K
31.0,Private,HS-grad,Craft-repair,United-States,<=50K
61.0,Private,Masters,Prof-specialty,United-States,>50K
26.0,Private,Assoc-voc,Adm-clerical,United-States,<=50K
46.0,Self-emp-not-inc,HS-grad,Sales,United-States,<=50K
26.0,Private,Bachelors,Prof-specialty,United-States,<=50K
48.0,State-gov,Doctorate,Prof-specialty,United-States,>50K
34.0,Private,HS-grad,Transport-moving,United-States,<=50K
34.0,Local-gov,HS-grad,Adm-clerical,United-States,<=50K
59.0,Private,HS-grad,Other-service,United-States,>50K
34.0,Private,Bachelors,Prof-specialty,United-States,<=50K
49.0,Private,Bachelors,Exec-managerial,United-States,>50K
18.0,Private,11th,Adm-clerical,United-States,<=50K
43.0,Private,HS-grad,Farming-fishing,Mexico,<=50K
48.0,Private,11th,Exec-managerial,United-States,<=50K
28.0,Self-emp-inc,Some-college,Exec-managerial,United-States,<=50K
33.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
24.0,Private,Some-college,Sales,United-States,<=50K
21.0,Private,10th,Handlers-cleaners,United-States,<=50K
17.0,Private,11th,Sales,United-States,<=50K
39.0,Private,Some-college,Farming-fishing,United-States,>50K
29.0,Self-emp-not-inc,Bachelors,Prof-specialty,United-States,<=50K
44.0,Private,Bachelors,Exec-managerial,United-States,>50K
24.0,Private,Some-college,Transport-moving,United-States,<=50K
71.0,Self-emp-not-inc,Masters,Sales,United-States,>50K
51.0,Self-emp-not-inc,Bachelors,Sales,China,>50K
55.0,Private,5th-6th,Other-service,United-States,<=50K
41.0,Private,Bachelors,Exec-managerial,United-States,>50K
23.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
38.0,Private,Assoc-voc,Adm-clerical,United-States,<=50K
39.0,Private,HS-grad,Transport-moving,United-States,>50K
19.0,Private,HS-grad,Adm-clerical,United-States,<=50K
49.0,Private,9th,Machine-op-inspct,United-States,<=50K
32.0,Private,Bachelors,Adm-clerical,Philippines,>50K
27.0,Private,HS-grad,Craft-repair,United-States,<=50K
38.0,Private,Bachelors,Sales,United-States,>50K
33.0,Private,Some-college,Craft-repair,United-States,<=50K
63.0,?,Some-college,?,United-States,<=50K
23.0,Private,Bachelors,Exec-managerial,United-States,<=50K
33.0,Self-emp-inc,Some-college,Craft-repair,?,<=50K
54.0,Self-emp-not-inc,HS-grad,Sales,United-States,<=50K
29.0,Private,Assoc-voc,Tech-support,United-States,<=50K
48.0,?,Some-college,?,United-States,<=50K
35.0,Self-emp-not-inc,Bachelors,Exec-managerial,United-States,<=50K
28.0,Private,Assoc-voc,Adm-clerical,India,<=50K
37.0,Private,Bachelors,Prof-specialty,United-States,>50K
42.0,Self-emp-not-inc,Prof-school,Farming-fishing,United-States,>50K
40.0,Private,Masters,Prof-specialty,United-States,<=50K
47.0,Private,Some-college,Sales,United-States,<=50K
22.0,Private,Bachelors,Exec-managerial,United-States,<=50K
30.0,Private,Bachelors,Exec-managerial,United-States,>50K
28.0,Private,HS-grad,Tech-support,United-States,<=50K
63.0,Local-gov,7th-8th,Other-service,United-States,<=50K
51.0,Self-emp-not-inc,9th,Craft-repair,United-States,<=50K
22.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
27.0,?,Assoc-acdm,?,United-States,<=50K
35.0,Private,HS-grad,Sales,United-States,<=50K
46.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
37.0,Private,Some-college,Machine-op-inspct,United-States,<=50K
24.0,Private,Bachelors,Prof-specialty,United-States,<=50K
37.0,Self-emp-not-inc,HS-grad,Handlers-cleaners,United-States,<=50K
53.0,Private,Some-college,Tech-support,United-States,<=50K
27.0,Private,HS-grad,Sales,United-States,<=50K
38.0,Private,Some-college,Craft-repair,United-States,<=50K
53.0,Self-emp-not-inc,10th,Farming-fishing,United-States,<=50K
34.0,Private,Some-college,Craft-repair,United-States,<=50K
23.0,Private,HS-grad,Sales,United-States,<=50K
39.0,Private,Bachelors,Exec-managerial,United-States,>50K
43.0,Private,Masters,Prof-specialty,South,<=50K
67.0,Self-emp-inc,HS-grad,Exec-managerial,United-States,>50K
81.0,Self-emp-not-inc,HS-grad,Exec-managerial,United-States,<=50K
21.0,Private,Some-college,Other-service,United-States,<=50K
23.0,Private,Some-college,Sales,United-States,<=50K
25.0,Private,Some-college,Transport-moving,United-States,<=50K
42.0,Private,5th-6th,Machine-op-inspct,Mexico,<=50K
38.0,Private,Some-college,Adm-clerical,United-States,<=50K
64.0,?,HS-grad,?,United-States,<=50K
32.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
37.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
51.0,Private,Masters,Exec-managerial,United-States,>50K
22.0,Private,Some-college,Sales,United-States,<=50K
33.0,Private,1st-4th,Priv-house-serv,Guatemala,<=50K
42.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
19.0,?,Some-college,?,United-States,<=50K
51.0,Local-gov,Preschool,Other-service,United-States,<=50K
23.0,Private,HS-grad,Adm-clerical,Mexico,<=50K
37.0,Private,11th,Machine-op-inspct,United-States,>50K
37.0,Private,HS-grad,Craft-repair,United-States,>50K
47.0,Private,Masters,Prof-specialty,United-States,<=50K
41.0,Private,Prof-school,Prof-specialty,United-States,>50K
33.0,Private,HS-grad,Craft-repair,United-States,<=50K
31.0,Private,Bachelors,Sales,United-States,>50K
31.0,Private,Assoc-acdm,Other-service,United-States,<=50K
35.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
38.0,Self-emp-inc,HS-grad,Exec-managerial,United-States,>50K
18.0,Private,HS-grad,Other-service,United-States,<=50K
20.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
54.0,Local-gov,Some-college,Exec-managerial,United-States,<=50K
40.0,Private,Some-college,Adm-clerical,United-States,<=50K
36.0,Self-emp-inc,Bachelors,Exec-managerial,United-States,>50K
43.0,Private,Some-college,Craft-repair,United-States,<=50K
44.0,Self-emp-not-inc,Some-college,Farming-fishing,United-States,<=50K
44.0,State-gov,HS-grad,Prof-specialty,United-States,>50K
43.0,Private,Masters,Exec-managerial,United-States,>50K
51.0,Private,7th-8th,Other-service,United-States,<=50K
