age,workclass,education,occupation,native-country,class
52, Self-emp-inc, Bachelors, Sales, United-States, <=50K
25, Private, Assoc-acdm, Farming-fishing, United-States, <=50K
19, Private, 5th-6th, Farming-fishing, Mexico, <=50K
35, ?, Bachelors, ?, United-States, <=50K
54, Private, Some-college, Adm-clerical, United-States, <=50K
21, Private, Some-college, Craft-repair, United-States, <=50K
26, Private, HS-grad, Adm-clerical, United-States, >50K
42, Private, Assoc-voc, Adm-clerical, United-States, <=50K
19, Private, Some-college, Adm-clerical, United-States, <=50K
55, Private, Masters, Exec-managerial, United-States, >50K
44, State-gov, HS-grad, Adm-clerical, United-States, <=50K
25, Private, Bachelors, Exec-managerial, United-States, <=50K
26, Private, Some-college, Machine-op-inspct, United-States, <=50K
64, Federal-gov, Assoc-acdm, Prof-specialty, United-States, >50K
41, Private, 11th, Other-service, United-States, <=50K
25, ?, Some-college, ?, ?, <=50K
43, Private, Some-college, Transport-moving, United-States, <=50K
45, Private, HS-grad, Craft-repair, United-States, >50K
48, Federal-gov, Bachelors, Prof-specialty, United-States, >50K
60, Private, HS-grad, Transport-moving, United-States, <=50K
45, Self-emp-not-inc, Some-college, Farming-fishing, United-States, <=50K
51, Private, 10th, Sales, United-States, >50K
37, Federal-gov, HS-grad, Adm-clerical, United-States, <=50K
22, Private, Some-college, Adm-clerical, United-States, <=50K
44, Private, HS-grad, Craft-repair, United-States, >50K
27, Private, HS-grad, Craft-repair, United-States, <=50K
47, Local-gov, HS-grad, Craft-repair, United-States, <=50K
32, Private, Masters, Exec-managerial, United-States, >50K
40, Private, Bachelors, Exec-managerial, United-States, >50K
41, Private, HS-grad, Sales, United-States, <=50K
32, ?, 10th, ?, United-States, <=50K
26, Private, Bachelors, Prof-specialty, United-States, <=50K
47, Private, Some-college, Exec-managerial, United-States, <=50K
55, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
38, Private, HS-grad, Handlers-cleaners, United-States, <=50K
24, State-gov, Bachelors, Prof-specialty, United-States, <=50K
64, Self-emp-not-inc, Doctorate, Exec-managerial, United-States, >50K
56, Federal-gov, Bachelors, Prof-specialty, United-States, >50K
41, Private, HS-grad, Sales, United-States, >50K
33, Private, HS-grad, Sales, United-States, >50K
33, Private, Prof-school, Prof-specialty, United-States, >50K
21, Private, Some-college, Other-service, United-States, <=50K
59, Local-gov, HS-grad, Craft-repair, United-States, <=50K
58, Private, Assoc-voc, Exec-managerial, Germany, >50K
43, Local-gov, Masters, Prof-specialty, United-States, <=50K
21, Private, HS-grad, Craft-repair, United-States, <=50K
45, Private, HS-grad, Machine-op-inspct, United-States, <=50K
53, Local-gov, HS-grad, Exec-managerial, United-States, >50K
41, Private, Prof-school, Adm-clerical, ?, >50K
27, Private, 10th, Exec-managerial, Mexico, <=50K
53, Private, Some-college, Craft-repair, ?, >50K
38, Private, Masters, Prof-specialty, United-States, >50K
31, Private, Bachelors, Exec-managerial, United-States, >50K
41, Private, HS-grad, Transport-moving, United-States, <=50K
22, State-gov, Some-college, Adm-clerical, United-States, <=50K
43, Self-emp-not-inc, Masters, Sales, United-States, <=50K
41, State-gov, Some-college, Prof-specialty, United-States, <=50K
27, Private, Some-college, Handlers-cleaners, United-States, <=50K
41, Local-gov, Some-college, Exec-managerial, United-States, <=50K
36, Private, Prof-school, Prof-specialty, United-States, >50K
49, Private, Bachelors, Adm-clerical, United-States, >50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
35, Self-emp-not-inc, 12th, Other-service, Trinadad&Tobago, <=50K
30, Local-gov, HS-grad, Protective-serv, United-States, >50K
21, Private, HS-grad, Craft-repair, United-States, <=50K
29, Private, Assoc-acdm, Machine-op-inspct, United-States, <=50K
40, Private, HS-grad, Sales, United-States, <=50K
54, State-gov, Bachelors, Prof-specialty, United-States, >50K
35, Private, Bachelors, Sales, United-States, >50K
35, Private, Bachelors, Sales, United-States, <=50K
40, Private, Bachelors, Other-service, ?, <=50K
59, Private, HS-grad, Sales, United-States, <=50K
43, Self-emp-inc, Some-college, Machine-op-inspct, United-States, <=50K
39, Private, 10th, Craft-repair, United-States, >50K
51, Private, 7th-8th, Machine-op-inspct, United-States, <=50K
71, Private, Some-college, Other-service, United-States, <=50K
33, Private, 12th, Machine-op-inspct, United-States, <=50K
28, Private, HS-grad, Other-service, United-States, <=50K
30, Private, HS-grad, Sales, United-States, <=50K
20, Private, 5th-6th, Farming-fishing, Mexico, <=50K
51, Self-emp-inc, HS-grad, Sales, United-States, <=50K
39, Private, HS-grad, Machine-op-inspct, United-States, >50K
62, Private, Some-college, Sales, United-States, >50K
37, Private, HS-grad, Exec-managerial, ?, <=50K
28, Private, 9th, Machine-op-inspct, Dominican-Republic, <=50K
23, Private, HS-grad, Sales, South, <=50K
39, Private, Bachelors, Sales, United-States, <=50K
50, Self-emp-inc, Bachelors, Sales, United-States, >50K
31, Private, 7th-8th, Craft-repair, United-States, <=50K
45, Local-gov, Bachelors, Exec-managerial, United-States, >50K
23, ?, Bachelors, ?, United-States, <=50K
47, Private, 10th, Machine-op-inspct, United-States, <=50K
59, Private, HS-grad, Prof-specialty, United-States, <=50K
32, Private, Assoc-acdm, Handlers-cleaners, United-States, <=50K
82, ?, 7th-8th, ?, United-States, <=50K
49, Private, Bachelors, Sales, United-States, >50K
74, Federal-gov, HS-grad, Other-service, United-States, <=50K
22, Private, Some-college, Adm-clerical, United-States, <=50K
32, Private, Some-college, Craft-repair, Greece, <=50K
34, Private, Bachelors, Farming-fishing, United-States, >50K
59, Private, Bachelors, Craft-repair, United-States, >50K
36, Private, Bachelors, Sales, United-States, >50K
59, Private, 11th, Adm-clerical, United-States, <=50K
47, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
53, Local-gov, HS-grad, Other-service, United-States, <=50K
25, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
44, Private, Bachelors, Adm-clerical, United-States, <=50K
57, Self-emp-not-inc, Prof-school, Sales, United-States, >50K
42, Self-emp-not-inc, Bachelors, Farming-fishing, United-States, >50K
58, Local-gov, 10th, Transport-moving, United-States, <=50K
39, Private, Bachelors, Sales, United-States, <=50K
32, ?, HS-grad, ?, United-States, <=50K
45, Private, 7th-8th, Machine-op-inspct, United-States, <=50K
47, Private, Bachelors, Exec-managerial, United-States, >50K
52, ?, Some-college, ?, United-States, <=50K
56, Self-emp-not-inc, 1st-4th, Exec-managerial, ?, <=50K
52, Private, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, HS-grad, Other-service, United-States, <=50K
36, Self-emp-not-inc, 7th-8th, Craft-repair, United-States, <=50K
41, Private, HS-grad, Craft-repair, Poland, <=50K
30, Private, Some-college, Prof-specialty, Mexico, <=50K
44, Private, Bachelors, Exec-managerial, Puerto-Rico, <=50K
17, ?, Some-college, ?, Philippines, <=50K
34, Private, Some-college, Other-service, United-States, <=50K
41, Private, Some-college, Other-service, United-States, <=50K
29, Private, HS-grad, Handlers-cleaners, United-States, <=50K
25, Private, 9th, Machine-op-inspct, Mexico, <=50K
42, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
48, Private, Some-college, Sales, United-States, >50K
26, Private, Assoc-voc, Sales, United-States, <=50K
64, Self-emp-inc, HS-grad, Adm-clerical, ?, >50K
46, Self-emp-inc, Bachelors, Sales, United-States, <=50K
38, Private, Bachelors, Exec-managerial, United-States, >50K
49, State-gov, 11th, Adm-clerical, United-States, <=50K
23, Private, Some-college, Sales, United-States, <=50K
46, Local-gov, Bachelors, Prof-specialty, United-States, >50K
30, Private, HS-grad, Handlers-cleaners, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Craft-repair, United-States, >50K
47, ?, Assoc-voc, ?, United-States, <=50K
44, Private, Bachelors, Prof-specialty, ?, >50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
19, Private, HS-grad, Handlers-cleaners, United-States, <=50K
45, Private, Assoc-acdm, Prof-specialty, United-States, <=50K
34, Private, Bachelors, Prof-specialty, Peru, >50K
26, Private, HS-grad, Craft-repair, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Transport-moving, United-States, >50K
31, Private, Some-college, Adm-clerical, United-States, <=50K
36, Self-emp-inc, Assoc-acdm, Exec-managerial, United-States, <=50K
31, Private, Bachelors, Exec-managerial, United-States, >50K
30, Private, Bachelors, Tech-support, United-States, <=50K
37, Private, HS-grad, Prof-specialty, United-States, >50K
30, Private, Bachelors, Prof-specialty, United-States, >50K
21, ?, HS-grad, ?, United-States, <=50K
73, Private, 10th, Other-service, United-States, <=50K
38, Federal-gov, Masters, Exec-managerial, United-States, >50K
30, Private, 10th, Craft-repair, United-States, <=50K
33, Private, HS-grad, Craft-repair, United-States, >50K
52, Local-gov, Bachelors, Prof-specialty, United-States, >50K
58, Private, Some-college, Adm-clerical, United-States, <=50K
34, Local-gov, Masters, Prof-specialty, United-States, <=50K
35, Private, HS-grad, Craft-repair, United-States, <=50K
59, Federal-gov, HS-grad, Craft-repair, United-States, >50K
45, Private, Bachelors, Exec-managerial, United-States, <=50K
27, Private, Some-college, Transport-moving, United-States, <=50K
31, Local-gov, Doctorate, Prof-specialty, Mexico, >50K
45, Private, Some-college, Farming-fishing, United-States, <=50K
40, Private, HS-grad, Other-service, United-States, <=50K
27, Private, Prof-school, Adm-clerical, United-States, <=50K
19, Private, HS-grad, Other-service, United-States, <=50K
29, Private, 5th-6th, Other-service, Mexico, <=50K
34, Self-emp-inc, Some-college, Farming-fishing, United-States, <=50K
32, State-gov, Assoc-acdm, Craft-repair, United-States, <=50K
49, Private, 11th, Craft-repair, Cuba, <=50K
33, Private, 11th, Exec-managerial, United-States, >50K
74, ?, 7th-8th, ?, United-States, <=50K
62, Private, Bachelors, Prof-specialty, United-States, >50K
39, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, <=50K
43, Private, HS-grad, Exec-managerial, United-States, <=50K
22, Private, Some-college, Tech-support, United-States, <=50K
24, Private, HS-grad, Transport-moving, United-States, <=50K
76, ?, HS-grad, ?, Canada, >50K
25, Private, Some-college, Other-service, United-States, <=50K
19, Private, Some-college, Sales, United-States, <=50K
31, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
53, Private, 11th, Craft-repair, United-States, <=50K
61, Private, HS-grad, Adm-clerical, United-States, <=50K
47, Private, Bachelors, Other-service, El-Salvador, <=50K
37, Private, HS-grad, Adm-clerical, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Exec-managerial, United-States, <=50K
27, Private, Some-college, Sales, United-States, <=50K
58, Private, HS-grad, Adm-clerical, United-States, <=50K
43, Private, HS-grad, Handlers-cleaners, United-States, <=50K
39, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
36, Private, Some-college, Sales, United-States, <=50K
56, Private, Bachelors, Prof-specialty, United-States, <=50K
26, Private, HS-grad, Farming-fishing, United-States, <=50K
23, Private, Bachelors, Prof-specialty, United-States, <=50K
47, Private, 11th, Transport-moving, United-States, <=50K
68, Private, 12th, Sales, United-States, <=50K
47, Local-gov, Some-college, Protective-serv, United-States, <=50K
45, Federal-gov, Some-college, Tech-support, Guatemala, >50K
26, Private, Some-college, Exec-managerial, United-States, <=50K
20, Private, HS-grad, Machine-op-inspct, United-States, <=50K
46, Private, Some-college, Adm-clerical, United-States, <=50K
37, Private, Assoc-acdm, Tech-support, United-States, >50K
37, Private, Some-college, Craft-repair, United-States, <=50K
43, Private, Some-college, Transport-moving, United-States, <=50K
59, Private, Masters, Prof-specialty, United-States, <=50K
39, Private, HS-grad, Adm-clerical, United-States, <=50K
32, Private, Some-college, Farming-fishing, United-States, <=50K
63, Private, Some-college, Prof-specialty, United-States, <=50K
45, Private, Bachelors, Prof-specialty, United-States, >50K
59, Private, Bachelors, Adm-clerical, United-States, <=50K
36, ?, 12th, ?, United-States, <=50K
26, Private, HS-grad, Tech-support, United-States, <=50K
34, Private, HS-grad, Adm-clerical, United-States, <=50K
41, Private, HS-grad, Craft-repair, United-States, >50K
26, Private, HS-grad, Handlers-cleaners, United-States, <=50K
53, Private, HS-grad, Machine-op-inspct, United-States, <=50K
33, Private, HS-grad, Adm-clerical, United-States, >50K
46, Private, Bachelors, Exec-managerial, United-States, >50K
79, ?, HS-grad, ?, United-States, <=50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
24, Private, HS-grad, Other-service, United-States, <=50K
57, Local-gov, HS-grad, Adm-clerical, United-States, <=50K
40, Private, HS-grad, Other-service, United-States, <=50K
41, Self-emp-inc, Assoc-voc, Sales, Mexico, <=50K
20, Private, Some-college, Adm-clerical, United-States, <=50K
45, Private, 11th, Machine-op-inspct, United-States, <=50K
27, Private, Assoc-voc, Adm-clerical, United-States, <=50K
36, Private, 5th-6th, Craft-repair, Mexico, <=50K
30, Private, HS-grad, Craft-repair, Germany, <=50K
36, Private, Bachelors, Prof-specialty, United-States, >50K
25, Private, HS-grad, Farming-fishing, Mexico, <=50K
30, ?, Some-college, ?, United-States, <=50K
31, Private, HS-grad, Adm-clerical, United-States, <=50K
49, Private, HS-grad, Craft-repair, United-States, >50K
26, Private, 11th, Handlers-cleaners, United-States, <=50K
25, Private, Bachelors, Prof-specialty, United-States, <=50K
29, Private, Assoc-voc, Adm-clerical, United-States, <=50K
24, Private, Some-college, Adm-clerical, Dominican-Republic, <=50K
41, Private, HS-grad, Adm-clerical, United-States, >50K
35, Private, Masters, Exec-managerial, United-States, >50K
57, Self-emp-inc, Bachelors, Sales, United-States, >50K
21, Private, 11th, Priv-house-serv, Mexico, <=50K
29, Private, 10th, Other-service, United-States, <=50K
36, Private, Some-college, Exec-managerial, United-States, <=50K
20, Private, Some-college, Adm-clerical, United-States, <=50K
51, Private, Bachelors, Exec-managerial, United-States, >50K
39, Private, 11th, Machine-op-inspct, United-States, <=50K
36, Private, Bachelors, Exec-managerial, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Prof-specialty, United-States, >50K
61, Private, HS-grad, Exec-managerial, United-States, <=50K
38, Private, Prof-school, Prof-specialty, United-States, <=50K
20, ?, Some-college, ?, United-States, <=50K
21, Private, HS-grad, Other-service, United-States, <=50K
40, Private, HS-grad, Tech-support, United-States, <=50K
46, Private, 10th, Craft-repair, United-States, <=50K
21, Private, Some-college, Craft-repair, United-States, <=50K
35, Self-emp-not-inc, 10th, Transport-moving, United-States, <=50K
39, Private, Bachelors, Sales, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
30, Private, HS-grad, Adm-clerical, United-States, <=50K
28, Private, 9th, Machine-op-inspct, Mexico, <=50K
32, Private, Bachelors, Exec-managerial, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Craft-repair, United-States, >50K
40, Private, Assoc-voc, Craft-repair, United-States, <=50K
47, Private, HS-grad, Machine-op-inspct, United-States, >50K
44, Private, 10th, Transport-moving, United-States, <=50K
38, Private, HS-grad, Sales, Columbia, <=50K
51, ?, HS-grad, ?, United-States, >50K
46, Self-emp-not-inc, Bachelors, Farming-fishing, United-States, >50K
51, Private, Doctorate, Prof-specialty, Iran, >50K
45, Private, Doctorate, Prof-specialty, Iran, >50K
20, Private, Some-college, Other-service, United-States, <=50K
44, Private, Bachelors, Prof-specialty, United-States, <=50K
33, Private, Assoc-voc, Farming-fishing, United-States, <=50K
18, Private, HS-grad, Other-service, United-States, <=50K
61, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
50, State-gov, Bachelors, Exec-managerial, United-States, <=50K
47, Federal-gov, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, Bachelors, Exec-managerial, United-States, >50K
53, Private, HS-grad, Transport-moving, United-States, <=50K
39, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
58, Private, HS-grad, Craft-repair, United-States, >50K
66, ?, HS-grad, ?, United-States, <=50K
26, Private, 11th, Farming-fishing, United-States, <=50K
41, Private, 5th-6th, Adm-clerical, Mexico, <=50K
47, Local-gov, Some-college, Exec-managerial, United-States, <=50K
31, Private, Assoc-voc, Machine-op-inspct, United-States, <=50K
52, Private, Some-college, Exec-managerial, United-States, >50K
29, Private, Assoc-acdm, Sales, United-States, >50K
43, Private, 9th, Handlers-cleaners, United-States, <=50K
42, Federal-gov, Masters, Exec-managerial, United-States, >50K
35, Private, Some-college, Machine-op-inspct, United-States, <=50K
41, Private, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, Bachelors, Sales, United-States, >50K
52, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
61, Private, Some-college, Craft-repair, United-States, <=50K
39, Local-gov, HS-grad, Exec-managerial, United-States, <=50K
19, Private, Some-college, Sales, United-States, <=50K
46, State-gov, Bachelors, Exec-managerial, United-States, >50K
39, Private, Some-college, Exec-managerial, United-States, <=50K
22, Private, Some-college, Other-service, United-States, <=50K
30, State-gov, HS-grad, Adm-clerical, United-States, <=50K
40, Private, Assoc-voc, Other-service, United-States, <=50K
43, Private, Bachelors, Prof-specialty, United-States, <=50K
37, Private, 5th-6th, Farming-fishing, Mexico, <=50K
23, Private, Assoc-acdm, Other-service, United-States, <=50K
39, Local-gov, Assoc-acdm, Prof-specialty, United-States, <=50K
54, Private, Masters, Sales, United-States, <=50K
46, Self-emp-inc, Some-college, Sales, United-States, <=50K
20, Private, Some-college, Transport-moving, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Tech-support, United-States, >50K
17, Private, 10th, Sales, United-States, <=50K
36, Private, HS-grad, Machine-op-inspct, United-States, <=50K
37, Private, HS-grad, Sales, United-States, <=50K
53, Private, HS-grad, Other-service, United-States, <=50K
50, Private, HS-grad, Transport-moving, United-States, >50K
38, Private, HS-grad, Craft-repair, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
53, Private, HS-grad, Craft-repair, United-States, >50K
40, ?, Bachelors, ?, United-States, <=50K
23, Self-emp-inc, Some-college, Prof-specialty, United-States, <=50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
46, Private, Some-college, Craft-repair, United-States, >50K
28, Private, 10th, Other-service, Mexico, <=50K
59, Private, Masters, Prof-specialty, United-States, <=50K
41, Private, Bachelors, Exec-managerial, United-States, >50K
33, Private, Preschool, Farming-fishing, Mexico, <=50K
56, Private, 12th, Craft-repair, Italy, <=50K
50, Self-emp-not-inc, HS-grad, Sales, El-Salvador, >50K
31, Local-gov, Bachelors, Exec-managerial, United-States, <=50K
41, Private, Assoc-voc, Sales, United-States, <=50K
38, Private, Bachelors, Prof-specialty, United-States, >50K
25, State-gov, Assoc-acdm, Adm-clerical, United-States, <=50K
18, ?, HS-grad, ?, United-States, <=50K
49, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
39, Private, Some-college, Machine-op-inspct, United-States, <=50K
22, ?, Some-college, ?, United-States, <=50K
21, Private, Some-college, Prof-specialty, United-States, <=50K
35, Private, Bachelors, Sales, United-States, <=50K
21, ?, HS-grad, ?, United-States, <=50K
38, Private, HS-grad, Craft-repair, United-States, >50K
55, Private, 7th-8th, Other-service, ?, <=50K
31, Private, HS-grad, Transport-moving, United-States, <=50K
17, Self-emp-inc, 11th, Prof-specialty, United-States, <=50K
31, Private, Bachelors, Adm-clerical, United-States, >50K
25, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
39, Private, Masters, Exec-managerial, United-States, >50K
50, Private, 7th-8th, Machine-op-inspct, United-States, <=50K
38, Local-gov, Bachelors, Prof-specialty, United-States, >50K
50, Private, Some-college, Sales, United-States, <=50K
63, Private, 10th, Exec-managerial, United-States, <=50K
31, Private, HS-grad, Transport-moving, United-States, <=50K
23, Private, Bachelors, Prof-specialty, United-States, <=50K
18, Private, Some-college, Other-service, United-States, <=50K
43, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
34, Private, Some-college, Exec-managerial, United-States, >50K
18, Private, 11th, Sales, United-States, <=50K
46, Private, HS-grad, Machine-op-inspct, United-States, >50K
35, Private, Bachelors, Sales, United-States, >50K
46, State-gov, Masters, Exec-managerial, United-States, <=50K
59, Private, Assoc-voc, Tech-support, United-States, >50K
31, Private, 7th-8th, Handlers-cleaners, Portugal, <=50K
27, Private, HS-grad, Sales, United-States, <=50K
41, Private, Masters, Prof-specialty, England, <=50K
42, Private, HS-grad, Craft-repair, ?, <=50K
55, Private, Bachelors, Exec-managerial, United-States, >50K
34, ?, HS-grad, ?, United-States, <=50K
44, Private, HS-grad, Machine-op-inspct, United-States, <=50K
26, Private, Bachelors, Exec-managerial, United-States, <=50K
36, Private, Assoc-voc, Prof-specialty, United-States, >50K
69, Private, 9th, Other-service, United-States, <=50K
33, Private, Some-college, Adm-clerical, United-States, <=50K
30, Private, Assoc-voc, Prof-specialty, United-States, <=50K
35, Private, HS-grad, Other-service, United-States, >50K
25, Private, Bachelors, Exec-managerial, United-States, >50K
21, Private, Some-college, Other-service, ?, <=50K
18, Private, 11th, Other-service, United-States, <=50K
35, Self-emp-not-inc, Some-college, Craft-repair, United-States, >50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
26, Private, Masters, Prof-specialty, United-States, <=50K
46, Private, Bachelors, Tech-support, United-States, <=50K
31, Private, Bachelors, Prof-specialty, United-States, <=50K
40, Private, Prof-school, Craft-repair, Mexico, >50K
40, Private, HS-grad, Exec-managerial, United-States, <=50K
31, Private, Bachelors, Exec-managerial, United-States, <=50K
32, Self-emp-not-inc, Doctorate, Exec-managerial, United-States, <=50K
23, Self-emp-not-inc, Some-college, Adm-clerical, United-States, <=50K
25, Local-gov, Masters, Protective-serv, United-States, <=50K
37, Private, Some-college, Transport-moving, United-States, <=50K
18, Private, Some-college, Sales, United-States, <=50K
55, Private, HS-grad, Sales, United-States, <=50K
52, Private, 9th, Craft-repair, Cuba, <=50K
26, Private, HS-grad, Adm-clerical, United-States, <=50K
37, Private, Some-college, Tech-support, United-States, >50K
39, Private, HS-grad, Exec-managerial, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Prof-specialty, United-States, >50K
19, ?, Some-college, ?, United-States, <=50K
47, Private, HS-grad, Craft-repair, United-States, >50K
51, Local-gov, Bachelors, Protective-serv, United-States, >50K
55, Private, HS-grad, Other-service, United-States, <=50K
30, Private, HS-grad, Craft-repair, United-States, <=50K
59, Federal-gov, Some-college, Craft-repair, United-States, <=50K
45, Self-emp-not-inc, 10th, Craft-repair, United-States, <=50K
52, Private, Some-college, Exec-managerial, United-States, >50K
21, Private, HS-grad, Handlers-cleaners, United-States, <=50K
31, Private, HS-grad, Machine-op-inspct, United-States, <=50K
29, Private, Some-college, Adm-clerical, United-States, <=50K
24, Private, HS-grad, Handlers-cleaners, United-States, <=50K
17, Private, 10th, Other-service, United-States, <=50K
47, Private, HS-grad, Machine-op-inspct, United-States, <=50K
46, Private, Some-college, Sales, United-States, >50K
32, ?, HS-grad, ?, United-States, <=50K
34, Private, 10th, Farming-fishing, ?, <=50K
63, Private, 12th, Transport-moving, Cuba, <=50K
21, Private, Some-college, Other-service, United-States, <=50K
18, Private, HS-grad, Other-service, United-States, <=50K
49, State-gov, Doctorate, Exec-managerial, United-States, >50K
81, Self-emp-not-inc, HS-grad, Adm-clerical, United-States, <=50K
36, Self-emp-inc, Assoc-acdm, Exec-managerial, United-States, >50K
47, Private, HS-grad, Craft-repair, United-States, >50K
36, Private, Masters, Sales, United-States, >50K
39, Self-emp-not-inc, Assoc-voc, Farming-fishing, United-States, <=50K
46, Private, Bachelors, Sales, United-States, <=50K
43, Local-gov, Some-college, Adm-clerical, United-States, >50K
39, Local-gov, Bachelors, Adm-clerical, United-States, <=50K
29, Private, Some-college, Sales, United-States, <=50K
23, Private, HS-grad, Handlers-cleaners, United-States, <=50K
57, Private, 10th, Craft-repair, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Sales, United-States, <=50K
25, Private, Bachelors, Sales, United-States, <=50K
39, Local-gov, Some-college, Exec-managerial, United-States, <=50K
24, Private, Some-college, Sales, Jamaica, <=50K
56, Private, Masters, Craft-repair, United-States, >50K
39, Private, 12th, Sales, United-States, <=50K
23, Private, Assoc-voc, Sales, United-States, <=50K
17, ?, 11th, ?, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, <=50K
41, Private, Bachelors, Adm-clerical, United-States, <=50K
24, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
51, Private, Bachelors, Exec-managerial, United-States, >50K
30, Self-emp-inc, HS-grad, Other-service, United-States, <=50K
47, Self-emp-inc, HS-grad, Farming-fishing, United-States, >50K
56, Private, HS-grad, Machine-op-inspct, United-States, <=50K
51, Private, HS-grad, Craft-repair, United-States, <=50K
57, Self-emp-not-inc, Some-college, Exec-managerial, United-States, <=50K
34, Private, Some-college, Other-service, United-States, <=50K
24, Private, Bachelors, Prof-specialty, United-States, <=50K
57, Private, HS-grad, Machine-op-inspct, United-States, <=50K
38, Private, HS-grad, Machine-op-inspct, United-States, >50K
23, Private, HS-grad, Tech-support, United-States, <=50K
35, Private, 7th-8th, Machine-op-inspct, Mexico, <=50K
58, Private, HS-grad, Craft-repair, United-States, <=50K
19, ?, HS-grad, ?, United-States, <=50K
19, ?, 7th-8th, ?, Mexico, <=50K
68, State-gov, Doctorate, Prof-specialty, United-States, >50K
43, Private, Some-college, Exec-managerial, United-States, >50K
17, Private, 11th, Other-service, United-States, <=50K
53, State-gov, Doctorate, Prof-specialty, United-States, >50K
37, Self-emp-inc, Doctorate, Prof-specialty, United-States, >50K
21, ?, Bachelors, ?, ?, <=50K
63, Private, HS-grad, Craft-repair, United-States, >50K
31, Private, Some-college, Transport-moving, United-States, <=50K
29, Private, HS-grad, Other-service, United-States, <=50K
43, Local-gov, Some-college, Protective-serv, United-States, >50K
27, Private, Prof-school, Prof-specialty, United-States, >50K
25, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
28, Private, HS-grad, Prof-specialty, United-States, <=50K
54, Private, HS-grad, Sales, United-States, <=50K
74, ?, Some-college, ?, United-States, <=50K
31, Local-gov, Some-college, Exec-managerial, United-States, <=50K
23, Private, Some-college, Tech-support, United-States, <=50K
19, Private, Bachelors, Prof-specialty, United-States, <=50K
39, ?, Preschool, ?, El-Salvador, <=50K
61, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
59, ?, HS-grad, ?, United-States, >50K
27, Self-emp-inc, Assoc-voc, Other-service, United-States, >50K
19, Private, Some-college, Adm-clerical, United-States, <=50K
23, ?, HS-grad, ?, United-States, <=50K
25, Local-gov, HS-grad, Adm-clerical, United-States, <=50K
40, Private, Some-college, Tech-support, United-States, >50K
53, Private, 11th, Other-service, United-States, <=50K
32, Private, Bachelors, Prof-specialty, United-States, <=50K
72, Self-emp-not-inc, Doctorate, Prof-specialty, United-States, >50K
61, Private, 7th-8th, Transport-moving, United-States, <=50K
42, Private, HS-grad, Sales, United-States, <=50K
17, Private, 10th, Other-service, United-States, <=50K
73, Private, HS-grad, Transport-moving, Canada, <=50K
41, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
23, Private, Some-college, Machine-op-inspct, Jamaica, <=50K
23, Private, HS-grad, Prof-specialty, Canada, <=50K
65, Private, Assoc-voc, Adm-clerical, United-States, <=50K
45, Self-emp-inc, HS-grad, Sales, United-States, <=50K
52, Federal-gov, Bachelors, Tech-support, United-States, >50K
24, Local-gov, Bachelors, Adm-clerical, United-States, <=50K
23, Private, Assoc-voc, Craft-repair, United-States, <=50K
30, Private, Some-college, Tech-support, United-States, <=50K
26, Private, Bachelors, Exec-managerial, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
17, Private, HS-grad, Other-service, United-States, <=50K
31, Private, HS-grad, Sales, United-States, <=50K
52, Private, HS-grad, Adm-clerical, United-States, <=50K
